UserName,FullName,Date,Hashtags,Tweet,Likes,RTs
,,Jan 10,#JusticeForZainab,"#JusticeForZainab and all the other missing, abused and murdered girls in Pakistan who deserve more than a hashtag.",,
,,Jan 10,#JusticeForZainab,"#JusticeForZainab and for all other women, children and families who have suffered from the same tragedy.",,
,,Jan 10,"SPREAD,JusticeForZainab",SPREAD THE WORD. #JusticeForZainab https://twitter.com/dawn_images/status/951295099102691331 …,,
,,Jan 10,"We,JusticeForZainab",We are forgetful & as a society we are to blame. #JusticeForZainab https://twitter.com/majid_agha/status/951019428887646209 …,,
,,Jan 10,"This,JusticeForZainab","This is SHAMEFUL 
Despite of providing justice to victim's family @CMShehbaz is busy in usual Dramabaazi. Will this nonsense heal the wounds of Zainab's parents?
HELL NO 
He is chief minister of Punjab and this was 10th rape incident during last one year. 
#JusticeForZainab pic.twitter.com/qXbOU3SdjZ",,
,,Jan 10,"Punjab,JusticeForZainab,ZainabKoInsaafDo","Punjab CM Shehbaz Sharif visited Zainab's residence early Thursday morning. 
He vowed not to rest until the culprit(s) are caught and punished
#JusticeForZainab #ZainabKoInsaafDo
Read more: http://geo.tv/latest/176309 pic.twitter.com/fVpOABzubc",,
,,Jan 10,"#Zainab's,JusticeForZainab,ZainabMurderCase,ImZainab","#Zainab's father prays that no one ever suffer what his daughter has
#JusticeForZainab #ZainabMurderCase #ImZainab 
Full Video: http://videos.arynews.tv/zainabs-father-prays-that-no-one-ever-suffer-what-his-daughter-has/ …pic.twitter.com/tqhCu3Bw1u",,
,,Jan 10,"Your,JusticeForZainab","Your job isn't to feel pained but to ensure justice & to protect our rights including the 'RIGHT TO PROTEST' for which ur Police annihilated those already aggravated poor men protesting & that Maryam is 'praying'.
#JusticeForZainab https://twitter.com/AonAbbasPTI/status/951321778034323456 …",,
,,Jan 10,"No,JusticeforZainab","No matter if u from India or Pakistan we shud hv to stand together against rape bz there is many girls who harass or raped everyday nd we don't know about them we can't bring back zainab but atlest we can save many zainab from rape.my heart goes to her family
#JusticeforZainab pic.twitter.com/yimF8y0LxP",,
,,Jan 10,"Beautiful,RIP,justiceforzainab",Beautiful girl #RIP #justiceforzainab pic.twitter.com/zpGZIAfvUl,,
,,Jan 10,"if,JusticeForZainab","if you stand up for your rights and demand Justice, You will be killed by state Police. 
Welcome to PMLN's Roshan Pakistan. 
#JusticeForZainab pic.twitter.com/jhICZNLufU",,
,,Jan 10,"The,JusticeForZainab","The four accused policemen who opened fire on protestors in Kasur yesterday have been arrested and being interrogated. JIT, comprising officials from Police & intelligence agencies, are working on Zainab murder case #JusticeForZainab pic.twitter.com/R3VVFUUhQo",,
,,Jan 10,"I,JusticeForZainab","I personally think #JusticeForZainab should be a worldwide issue to curb down the menancing issue of these sexual predators, who time and time again challenge our existence as humans first!
Even capital punishment is less, aavam what do you think? pic.twitter.com/rJcRIC9B9S",,
,,Jan 10,"Guys,JusticeForZainab,ZainabKoInsaafDo,Kasurpic.twitter.com/drLQTHmlMe","Guys
What do you think???
80%Match 
#JusticeForZainab 
#ZainabKoInsaafDo #Kasurpic.twitter.com/drLQTHmlMe",,
,,Jan 10,"Lawyers,Zainab,JusticeForZainab,Kasur,DunyaUpdates,DunyaNews","Lawyers should stage protest against brutal killing of #Zainab but they shouldn't boycott court proceedings as the litigants will suffer from this, says CJP
#JusticeForZainab #Kasur #DunyaUpdates 
Watch #DunyaNews Live: http://dunyanews.tv/newsite/live_stream/new1_live_tv.php …pic.twitter.com/05GsRjZV7y",,
,,Jan 10,"Protest,JusticeForZainab,JusticeForFaizan,JusticeForAllChildren","Protest today at 2pm Karachi Press Club. Request to all students, teachers and parents to attend. Please gather for justice and to raise awareness about child sexual abuse. 
#JusticeForZainab
#JusticeForFaizan
#JusticeForAllChildren",,
,,Jan 10,"Pornography,,JusticeForZainab","Pornography, easily available due to internet & smartphone technology, also contributes to the sexual brutalization of women and children. 
We need to protect our children from it.
Excellent talk on the issue.
#JusticeForZainab
https://www.youtube.com/watch?v=BrkHguZPCTk …",,
,,Jan 10,"#Zainab,JusticeForZainab,DunyaNews","#Zainab was our daughter as well, says CJP Saqib Nisar
#JusticeForZainab 
Watch #DunyaNews Live: http://dunyanews.tv/newsite/live_stream/new1_live_tv.php …pic.twitter.com/FQv2YzX3Lq",,
,,Jan 10,"You,JusticeForZainab","You save yourself or you remain unsaved.
#JusticeForZainab pic.twitter.com/5XmXLAq4o0",,
,,Jan 10,"Aged,justiceforzainab","Aged 7. Raped, murdered and left in a pile of rubbish. My heart aches how this pure, innocent and beautiful girl got her life torn away from her by a savage. It’s not just ‘another girl’. What upsets me the most is that Zainab looks as if she belonged to me. #justiceforzainab pic.twitter.com/gcUvDlFcYe",,
,,Jan 10,"Share,JusticeForZainab","Share as much as you can.
 #JusticeForZainab pic.twitter.com/Yie3f2YvSc",,
,,Jan 10,"my,JusticeForZainab",my heart literally aches for zainab and her family and it angers me that her abuser is still out there despite there being clear footage of him. we demand #JusticeForZainab,,
,,Jan 10,"Great,JusticeForZainab","Great Logic Police! Don’t find and arrest the monster who took the innocent life of a child but shoot and kill protesters whernever we dont stood up we are not Called A Nation..!
#JusticeForZainab",,
,,Jan 10,"Zainab,,JusticeForZainab","Zainab, a 7 year old girl was kidnapped, raped and murdered in the city of Kasur. She deserves justice and stories like this need more recognition because hundreds of children across the nation are similar victims each day. The government needs to take action. #JusticeForZainab pic.twitter.com/ZunxKVgi0V",,
,,Jan 10,"#JusticeForZainab,BetaForgiveuspic.twitter.com/yi8iZjPK24","#JusticeForZainab 
Real Islamic Law is the solution 
Punishment should be according to Islamic Law 
Does Zainab looks dead she looks like angel we are dead 
#BetaForgiveuspic.twitter.com/yi8iZjPK24",,
,,Jan 10,"Malik,JusticeForZainab","Malik Ahmed Saeed from PMLN one of d culprits from earlier Kasur Child Sexual Abuse brought to justice? Such a travesty of humanity, Rana Sanaullah terming it a 'Land Dispute' is a continuum of PMLN's petty pol for d last 30Y for which v d commoners r d victims.
#JusticeForZainab",,
,,Jan 10,"This,JusticeForZainab","This is IRAN!
The culprits should be hang in front of public to seek justice against rape. This will not stop till we don’t make examples out of these evil butchers!
#JusticeForZainab pic.twitter.com/FTs6RrlJPp",,
,,Jan 10,"Last,justiceforzainab","Last year The same incident take place in iran the seven year old girl was kidnapped raped and killed and the government of iran strangulized the accused man in the front of huge crowd....
#justiceforzainab pic.twitter.com/Dp6IalnKds",,
,,Jan 10,"#Human?,RIPHumanity,JusticeForZainab,JusticeForAll,JusticeNowpic.twitter.com/Ji5lT3a0zE","#Human?
Zainab abdudcted while parents performing Umrah 
Police didn’t cooperate 
Same place in a year, 6 other kids are Raped none arrested or even voice raised
Unfortunately we all are responsible for this disaster #RIPHumanity 
#JusticeForZainab #JusticeForAll #JusticeNowpic.twitter.com/Ji5lT3a0zE",,
,,Jan 10,"@iqrarulhassan,JusticeForZainab","@iqrarulhassan was live from Kasur  with @SanamBalochREAL 
#JusticeForZainab pic.twitter.com/07Aw8JQu3E",,
,,Jan 10,"The,JusticeForZainab",The news about Zainab broke my heart  #JusticeForZainab pic.twitter.com/kKZCuxlcCb,,
,,Jan 10,"In,KasurChildSexualAbuse,JusticeForZainab,Kasur","In 2015, civil society held a protest against #KasurChildSexualAbuse , in which 100s of children were sexually abused, exploited. We kept the following demands to the Na-Ehil govt. the Na-Ehil govt blamed sexual abuse on land dispute. #JusticeForZainab #Kasur pic.twitter.com/bTxbPHvLnP",,
,,Jan 10,"I,JusticeForZainab","I am Speechless 
#JusticeForZainab 
@iqrarulhassanpic.twitter.com/urm47e93pN",,
,,Jan 10,"Darling,JusticeForZainab","Darling @SaraJBenincasa, please take a moment to tweet about 7 year old Zainab, raped and murdered in Kasur, Pakistan.
We need to raise awareness about the vulnerability of girl children around the world. 
#JusticeForZainab pic.twitter.com/jzlLkurriv",,
,,Jan 10,"We,JusticeForZainab,ZainabKoInsaafDo","We wont stop till Zainab get justice
come on guys
Raise Your Voice For A little Girl Angel Zainab
#JusticeForZainab 
#ZainabKoInsaafDo 
@Shahidmasooddr 
@arifhameed15
@iqrarulhassan 
@iamhamzaabbasi 
@muniba_mazari 
@NJLahori 
@Fahad4014 
@smasood801 
@anjum_03",,
,,Jan 10,"When,Zainab,ZainabKoInsaafDo,JusticeForZainab,Justice4Zainab,Kasur,KasurChildAbuse,Zainabpic.twitter.com/kcuIxwamGA","When injustice becomes law resistance becomes the duty. 
Shame on Punjab Police for firing bullets on protestors who came out in solidarity of morning family of #Zainab #ZainabKoInsaafDo #JusticeForZainab #Justice4Zainab #Kasur #KasurChildAbuse #Zainabpic.twitter.com/kcuIxwamGA",,
,,Jan 10,"#AamirKhan,JusticeForZainab,JusticeForZainab","#AamirKhan educates Kids 
How to protest yourselves.
#JusticeForZainab 
#JusticeForZainab india  pic.twitter.com/4xBxopIFYV",,
,,Jan 10,"Encouraging2,JusticeForZainab.","Encouraging2 see widespread coverage on #JusticeForZainab. This is essential. But how long until our collective outrage tapers off? Until the media gets its next big “breaking news?” Real test4 safety of our girls, women & children is our daily action away from the media glare https://twitter.com/omar_quraishi/status/951119489776738305 …",,
,,Jan 10,"Innumerous,JusticeForZainab","Innumerous hindu minor girls were kidnapped, raped & converted or killed in Pak & noone came on roads to protest there.
Human rights are for everyone, every life is precious.
#JusticeForZainab RIP  https://twitter.com/politicalkirti_/status/951298437814747136 …",,
,,Jan 10,"It's,ThursdayThoughts,JusticeForZainab","It's important to know when to let go. Sometimes things, situations or people don’t serve any meaningful purpose anymore. It’s the Almighty’s way of telling you it’s time for the next phase. Read the signs and move on.
#ThursdayThoughts #JusticeForZainab",,
,,Jan 10,"Zainab,JusticeForZainab","Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
Zainab we are Sorry
#JusticeForZainab",,
,,Jan 10,"This,JusticeForZainab,Kasur","This is not a humanity that 7 years old girl being raped and murdered in a islamic country and we cant do any thing about this kind of satuation, i am really upset.  
#JusticeForZainab 
#Kasur",,
,,Jan 10,"Could,JusticeForZainab,Justice4Zainabpic.twitter.com/oAF06Q6zMw","Could not have said it better!
#JusticeForZainab #Justice4Zainabpic.twitter.com/oAF06Q6zMw",,
,,Jan 10,"Families,Awaz,JusticeForZainab","Families of Muhammed Ali and Shoaib who were killed in straight fire by police, said they came out on road to demand justice for little Zainab. They wept profusely and queried, “Who will provide us justice? Watch more in program #Awaz with @ShahzadIqbaal
#JusticeForZainab pic.twitter.com/Z7MYGp8oTQ",,
,,Jan 10,"NA-138,PMLN,PMLN,PMLN,PMLN,PMLN,PMLN,PMLN,JusticeForZainab,QisasForZainab","NA-138 Kasur-|: #PMLN
NA-139 Kasur-||: #PMLN
NA-140 Kasur-|||: #PMLN
NA-141 Kasur-|V: #PMLN
NA-142 Kasur-V: #PMLN
Provincial Government: #PMLN
Federal Government: #PMLN
Local Government:#PMLN
From who we are demanding justice!
#JusticeForZainab #QisasForZainab",,
,,Jan 10,"the,JusticeForZainab","the dirt had no place for you, so He made space for you. x #JusticeForZainab pic.twitter.com/NCCnOR6kRI",,
,,Jan 10,"So,JusticeForZainab","So according to Rana Sanaullah parents should protect their own children because rhe Punjab Police is busy doing Chawkidari duty for members of Parliament like himself.
What an obscene remark!
#JusticeForZainab",,
,,Jan 10,"Don’t,JusticeForZainab","Don’t use #JusticeForZainab to spread your hateful ideology. Use it to spread awareness of this tragedy and worldwide problem. Use it to show support to all the women affected by rape, abuse, child marriages etc. We have to come as one. Men and Women. Prayers to all",,
,,Jan 10,"zainab,JusticeForZainab",zainab rests in power. incidents such as this one can be SO triggering for individuals who are forced to stay silent about sexual assault due to toxic societal norms in their families and communities. there will be a brighter day. #JusticeForZainab,,
,,Jan 10,"exactly!!,JusticeForZainab","exactly!!
@iqrarulhassan 
#JusticeForZainab pic.twitter.com/TwPZ0eDN5E",,
,,Jan 10,"Can,JusticeForZainab","Can anyone estimate the pain of her mother?
#JusticeForZainab pic.twitter.com/K7V3FbUIew",,
,,Jan 10,"No,JusticeForZainab,Zainab,ZainabKoInsaafDo,Pakistanpic.twitter.com/1MYSjHZ7Zw","No words for this! 
No humanity.
No love.
No Hope.
No Justice.
Nothing. 
Just a dark world.
#JusticeForZainab #Zainab #ZainabKoInsaafDo #Pakistanpic.twitter.com/1MYSjHZ7Zw",,
,,Jan 10,"Live,JusticeForZainab",Live on ARY News at 9:30am.  #JusticeForZainab,,
,,Jan 10,"After,JusticeForZainab","After 2 days everyone will forget about Zainab, like nothing ever happened. Politicians will continue to fight for seats. And more Zainabs will be raped and murdered but no one is going to serve justice. I have to say this.
I am shameful for being a Pakistani
#JusticeForZainab",,
,,Jan 10,"Iqrar,JusticeForZainab","Iqrar bhai We Altogether Will Get Justice For ZAINAB.InshAllah. Allah is with us.
#JusticeForZainab
@iqrarulhassanpic.twitter.com/ZcQy8tuplA",,
,,Jan 10,"She,JusticeForZainab","She Is so pretty ... Raise your voice .
How the country will prosper when The males in Pakistan are hungry dogs.  Stop it Hell deserving ppl .
#JusticeForZainab pic.twitter.com/QYssJeMJZy",,
,,Jan 10,#JusticeForZainab,"#JusticeForZainab
SORRRY PAKISTAN...
THESE JOURNALISTS  ARE  PAID...ONLY T0 BAARK  AGAINST  IMRAN...ARMY  AND  SUPREEM C0URT....!!!!
D0NT  EXPECT  ANYTHING  F0R  JUSTICE  0R  ZENAB...!!! pic.twitter.com/LERhqJd8eA",,
,,Jan 10,"Awareness,JusticeForZainab",Awareness for children so that they don't turn prey to the vultures in our society. #JusticeForZainab pic.twitter.com/Dxh6eJ1Jbd,,
,,Jan 10,"So,Zainab,Brekhna,Peshawar,JusticeForZainab","So much disturbing to start the day while thinking about #Zainab (7 yrs old minor raped, killed & thrown) & 20 years old #Brekhna stage artist in #Peshawar who was killed brutally while his father was slaughtered in front of her. #JusticeForZainab",,
,,Jan 10,"Zainab,,JusticeForZainab","Zainab, I am sorry. I am sorry that we live in a world where beautiful children are looked at as toys. I am sorry that everywhere around us live monsters who seek demise. I am sorry that there is nothing we can do for you now except to pray on your behalf. #JusticeForZainab https://twitter.com/ajplus/status/951294783674175488 …",,
,,Jan 10,"Allah,JusticeForZainab","Allah has taken notice. Insha Allah justice will be served on the day of judgement.
#JusticeForZainab",,
,,Jan 10,Make,"Make way for open dialogue, especially when it’s something that makes you afraid and uncomfortable. Not hush hush, brush it under the carpet. We need workshops in schools with teachers and parents present. Not 1, but regular awareness exercises.#JusticeForZainab https://twitter.com/mjibrannasir/status/951183490678181888 …",,
,,Jan 10,"Rapist,JusticeForZainab","Rapist must be hanged publicly, make it constitutional.
#JusticeForZainab pic.twitter.com/uj2RKQXwTT",,
,,Jan 10,"Meaning,JusticeForZainab","Meaning of Zainab is father's pride!!!
Hr baap ki zeenat majrooh hue hai khuda kliye badla lena!
#JusticeForZainab Spread the tweet as you can..Its a request",,
,,Jan 10,"Odd,JusticeForZainab","Odd how ""just apply more Islam"" was the answer to America's problems, but is never the answer to Pakistan's problems.   #JusticeForZainab pic.twitter.com/nFdliChsAA",,
,,Jan 10,"Now,Faisalabad,ARY,JusticeforZainab,JusticeForFaizan","Now it's Faizan! 16 yr old Faizan who disappeared 2 days ago found dead in #Faisalabad after being sexually molested. Via #ARY
#JusticeforZainab 
#JusticeForFaizan",,
,,Jan 10,"I,JusticeForZainab","I could not sleep last night coz I kept thinking about little zanab...Her images kept flashing before my eyes....
#JusticeForZainab",,
,,Jan 10,"When,Udaari,JusticeForZainab","When #Udaari was creating awareness abt child abuse PEMRA sent it a notice because members of our society complained that it was ""immoral content"". Why should children carry the burden of our morality which leaves them vulnerable & forces survivors into silence? #JusticeForZainab pic.twitter.com/BiA9u0jg4X",,
,,Jan 10,"I,JusticeForZainab","I am a human being before I am a man, black, or American. It is our responsibility as Human Beings to make sure that there is NEVER another Zainab. #JusticeForZainab https://twitter.com/i/moments/951016009875501056 …",,
,,Jan 10,#JusticeForZainab,#JusticeForZainab and all the girls before her who were hurt in ways unimaginable. Absolutely sickens me thinking of how these girls must’ve felt in the last moments of their lives... ya Allah,,
,,Jan 10,"people,JusticeForZainab",people on paki media blaming the girl's parents for leaving her for umrah smh blame the guilty blame society for giving birth to these extreme ideals blame lack of education blame those who created an environment where girls aren't safe #JusticeForZainab,,
,,Jan 10,"How,JusticeForZainab","How many Zainabs will it take for Pakistani government to wake up and do something? 
#JusticeForZainab",,
,,Jan 10,"On,JusticeForZainab","On behalf of PTI Dubai, condolences to the family of Zainab.It’s so disheartening that due to negligence of Punjab Govt , this’s the 12th brutal murder of a female child in Kasur in the last 2 years.
What on earth is ur @CMShehbaz Govt doing?
RIP Little Angel!
#JusticeForZainab",,
,,Jan 10,"We,ChildAbuse,on,JusticeForZainab#JusticeFor,Breakthesilence","We need to speak up against #ChildAbuse,on media ,social media ,we need to break silence we need to  create awareness on public forums we need to protect our future #JusticeForZainab#JusticeFor humanity #Breakthesilence against child abuse",,
,,Jan 10,"And,JusticeForZainab,AndForAllOtherDaughterspic.twitter.com/1KdnCZfMtk","And then we call ourself a nation, if Police can't do anything like alwayas. It's our duty to step forward and for such victims.This all has to end ,we are  living in a jungle and the hell why we call our Country a Islamic State? 
#JusticeForZainab #AndForAllOtherDaughterspic.twitter.com/1KdnCZfMtk",,
,,Jan 10,"I,JusticeforZainab",I am speechless! Absolutely sickening. I demand justice for little Zainab and her family. #JusticeforZainab pic.twitter.com/82ntZ3TDZK,,
,,Jan 10,"The,JusticeForZainab,Kasur,PunjabPolice,شوباز_بدمعاش_قاتل_راناpic.twitter.com/HA14moz73M","The Police is busy killing the protesters and minister is busy hushing the media. They don't have time to catch the culprits.
#JusticeForZainab #Kasur #PunjabPolice  ( Kasur incident)
#شوباز_بدمعاش_قاتل_راناpic.twitter.com/HA14moz73M",,
,,Jan 10,"We,JusticeForZainab,Speakup,EndChildAbuse","We have no courage to speak regarding issues of child abuse ,if we don't speak now we,will make things worse for our kids #JusticeForZainab #Speakup ! #EndChildAbuse",,
,,Jan 10,#JusticeForZainab,#JusticeForZainab has been trending after the rape and murder of an eight-year-old girl in Pakistan pic.twitter.com/CvjRTUGKEm,,
,,Jan 10,"WE,JusticeForZainab",WE SEE HUMANS BUT NO HUMANITY #JusticeForZainab,,
,,Jan 10,"A,JusticeForZainab","A poor girl was raped several times, murdered, and thrown into a pile of trash to rot. Why doesn’t she deserve the attention we give Hollywood stars when they are sexually assaulted? Why doesn’t she deserve justice? #JusticeForZainab",,
,,Jan 10,"Early,JusticeForFaizan,JusticeForZainab","Early hours here & I’m going to make another attempt at returning to sleep after a most painful day. 
Plz ppl don’t share lifeless photos of deceased Zainab or Faizan - it’s so disrespectful to them & their parents
#JusticeForFaizan #JusticeForZainab",,
,,Jan 10,"Police,Pakistan's,Kasur,JusticeForZainab",Police shot dead two people protesting in #Pakistan's #Kasur after a 7yo child was raped and killed http://www.bbc.com/news/world-asia-42637027 … h/t @MsMohammedMusic #JusticeForZainab,,
,,Jan 10,"#JusticeForZainab,RIP,SICK,JusticeForZainab,LittleAngelpic.twitter.com/QXVbhu8ZWi",#JusticeForZainab May you fly free like a beautiful bird my Angel. NO WORDS. JUST PRAYERS.  #RIP #SICK Shame on the Pakistani police... #JusticeForZainab #LittleAngelpic.twitter.com/QXVbhu8ZWi,,
,,Jan 10,"Children,JusticeForZainab,Justice4Zainab","Children will make this world a wonderful place to stay in
And what happened in Pakistan is too bad
I want all the children to play and live happily 
#JusticeForZainab 
#Justice4Zainab",,
,,Jan 10,"Can,JusticeForZainab",Can people please stop posting pictures of the little angel?it’s really heart breaking. #JusticeForZainab,,
,,Jan 10,"#JusticeForZainab,JusticeForAllChildren,SaveOurChildren,NoMoreTears,NoChildrenNoCry",#JusticeForZainab means #JusticeForAllChildren #SaveOurChildren #NoMoreTears #NoChildrenNoCry,,
,,Jan 10,"Has,JusticeForZainab","Has been on my mind and weighing on my soul all day. How depraved must a man be to do not only rape and murder a child, but leave her on a trash heap.
May he hang and his body left on a heap of trash too. 
#JusticeForZainab https://twitter.com/Bal0ch_Danish/status/951251878192574465 …",,
,,Jan 10,"The,JusticeForZainab",The poor soul of Zainab is waiting for Justice!  #JusticeForZainab pic.twitter.com/FZ3mWMlR9G,,
,,Jan 10,"in,Dua,Fajr,JusticeForZainab","in Allah only we have trusted; 
Ya Allah ! Decide with justice between us and our people - and Yours is the best decision.""
[Surah Aa’raf]
#Dua #Fajr #JusticeForZainab",,
,,Jan 10,#JusticeforZainab,"#JusticeforZainab should be a nationwide crack down on sexual predators. We need to protect all our children from abuse.We need education programs,awareness campaigns,police programs, harsher penalties, help lines-THE WORKS! Her death should mark a turning point for our nation!",,
,,Jan 10,"The,JusticeForZainab","The sad reality is that Zainab could be anyone. It could be your sister, your wife, your daughter, or even your mother. It’s time we stand as a nation and set an example. It’s now or never. #JusticeForZainab",,
,,Jan 10,"#UPDATE,Malala,JusticeForZainab,Pakistan’s,Kasur","#UPDATE #Malala urges #JusticeForZainab after rape, murder of girl in #Pakistan’s #Kasur city http://ara.tv/gxynz pic.twitter.com/ZGh3D0LaXf",,
,,Jan 10,"Raise,JusticeForZainab","Raise Your Voice For A little Girl Zainab Age 7 Years. Belongs To a Qasoor Pakistan.
KIDNAPPED RAPED MURDERED
#JusticeForZainab pic.twitter.com/w7PACKyDis",,
,,Jan 10,"A,ChildSexualAbuse,JusticeForZainab,Kasur,Punjab,Pakistan,ChildAbuse,Pedophilia","A sepatate desk is needed in the Police Department of every province of Pakistan to deal with this menace of #ChildSexualAbuse , this is much bigger than we all think
#JusticeForZainab #Kasur #Punjab #Pakistan #ChildAbuse #Pedophilia",,
,,Jan 10,"How,JusticeForZainab","How can anyone kidnap, rape, murder then dump a 7 year year old girl and leave her in the rubbish? What kind of person does that and doesn’t fear what will happen next because #JusticeForZainab NEEDS to happen. Her killer/rapist should not be roaming free",,
,,Jan 10,"Phrases,JusticeForZainab","Phrases like “it could have been your sister/daughter” have to be reiterated at every tragedy because the sad truth is that some ‘men’ dgaf unless it’s their own loved ones’ lives, safety, and/or honor on the line. 
#JusticeForZainab",,
,,Jan 10,"This,JusticeForZainab","This is a horrendous and heartbreaking story  It is long overdue that Pakistan starts to take child sex abuse seriously. It is rampant, and there is almost nothing done. #JusticeForZainab https://twitter.com/trtworld/status/951177990825799682 …",,
,,Jan 10,"“Zulm,JusticeForZainab,JusticeForFaizan,JusticeForEveryChild","“Zulm kitni bhi bulandi par ho,
Allah ka insaaf zaroor hota hai”
May He swt give strength and patience to parents and family
#JusticeForZainab #JusticeForFaizan #JusticeForEveryChild",,
,,Jan 10,"my,JusticeForZainab",my heart has been hurting all day for this angel  #JusticeForZainab pic.twitter.com/7mb01xwYnN,,
,,Jan 10,#JusticeForZainab,#JusticeForZainab should be a metaphor. For poor little Zainab. For the 11 before her. For the boy in Faisalabad. For the molested kids in 2015. For the two protestors butchered. For a rotten society. For the insensitive rulers. For you. For me. For doom that awaits us all.,,
,,Jan 10,"#JusticeForZainab,Pakistan,responsibility,state,media,individuals","#JusticeForZainab
#Pakistan where child abuse male or female has become a norm.
#responsibility lies with:
#state - to catch culprits & bring reforms
#media - to create awareness & raise voice against abuse 
#individuals - to protect them by considering all kids as their ownpic.twitter.com/uRqpFBd9f1",,
,,Jan 10,"Load-Shedding,JusticeforZainab","Load-Shedding ended? No, Not for Kasur. Freedom of Media? No, Not for Kasur where Cable TV has been shut down. Who is blocking access to information & awareness.   #JusticeforZainab",,
,,Jan 10,"Real,ZainabKoInsaafDo,JusticeForZainab","Real culprits... 
#ZainabKoInsaafDo #JusticeForZainab pic.twitter.com/T0qgZL7Csv",,
,,Jan 10,"No,JusticeForZainab",No words to describe devastating & awful assault & murder of Zainab. Pakistani govt needs to intervene & protect children & women from all forms of violence #JusticeForZainab  http://www.bbc.co.uk/news/world-asia-42637027 …,,
,,Jan 10,"So,,ChildAbuse,JusticeForZainab","So, @shazbkhanzdaGEO highlights that how we, as society, always refuse to talk about #ChildAbuse and how we avoid to educate kids on this. Ignorants’ reaction to the show confirms what SK highlighted. #JusticeForZainab https://www.facebook.com/Geo.ASKKS/videos/2020741268141879/ …",,
,,Jan 10,"Zainab.Age,JusticeForZainab","Zainab.Age 7.
Raped,killed,found in trash in Kasur.
Her parents performing Umrah,will cm home 4 her funeral.
NOW look at this & decide for what U want 2 use your voice on social media. 
How long will we b silent abt childabuse. How many Zainabs will it take?
#JusticeForZainab",,
,,Jan 10,"We,JusticeForZainab","We should teach that to in our schools, In our society, we hesitate a lot  to talk about sexual education. Sexual education doesn't mean you have to be nasty in order to explain it, we can find some appropriate ways to explain it. #JusticeForZainab pic.twitter.com/qIALoonsLz",,
,,Jan 10,"""I,JusticeForZainab","""I just want justice. I have lost Zainab."" http://aje.io/szqjh  #JusticeForZainab",,
,,Jan 10,"Lying,JusticeForZainab",Lying beside my daughter unable to sleep. Can’t get the pics of Zainab out of my head & can’t imagine the pain her parents must be going through.. what a cruel world.. Ya Allah protect our children  #JusticeForZainab,,
,,Jan 10,"Seriously,JusticeForZainab","Seriously this community must introspect what they actually follow. Disgusting!! 
#JusticeForZainab pic.twitter.com/Ggaa1oV939",,
,,Jan 10,#JusticeForZainab.,#JusticeForZainab. I  am so disgusted and heartbroken by the whole story of the rape and brutal murder of beautiful Zainab.,,
,,Jan 10,"You,JusticeForZainab","You  pathetic psychopath!! those ruler who cannot protect children are eternally condemned, not only condemned but cursed forever. You r ruler of Punjab, following Zainab killing ur butcher police killed 3 innocent by direct firing only bcos they wr demanding #JusticeForZainab https://twitter.com/CMShehbaz/status/951005082031706112 …",,
,,Jan 10,"Raise,JusticeForZainab","Raise your voice for Zainab! 
#JusticeForZainab pic.twitter.com/8UNH1AHvnP",,
,,Jan 10,"Shame,Zainab,JusticeForZainab,PunjabPolice,ZainabKoInsaafDo,Zanib,Kasur,Quetta","Shame on Punjab Police, While handling the Dead body of #Zainab  Punjab Police demand 10000 PKR from their relatives to be done, before appearance in the media
#JusticeForZainab 
#PunjabPolice 
#ZainabKoInsaafDo 
#Zanib 
#Kasur 
#Quetta",,
,,Jan 10,"HH,JusticeForZainab",HH @YounusAlGohar is about to speak LIVE on @AlRa_TV about a very tragic - and important - incident today. Tune in: http://youtube.com/alratv/live  #JusticeForZainab,,
,,Jan 10,"How,JusticeForZainab",How many more Zainabs will it take? #JusticeForZainab,,
,,Jan 10,"My,JusticeForZainab","My heart aches for Zainab, such a young beautiful girl who had her whole life ahead of her was taken away because of someone’s disgusting selfish act. I hope that man gets punished and that Zainab receives justice #JusticeForZainab",,
,,Jan 10,"The,JusticeForZainab",The smallest coffins are the heaviest.  #JusticeForZainab,,
,,Jan 10,How,How many more Zainabs will it take for this brutality to stop. We have failed our children yet again. Shame!#JusticeForZainab,,
,,Jan 10,"Such,ModelTown,JusticeForZainab",Such height of stubbornness can only be witnessed in Pakistan; #ModelTown massacre and continuous incidents in Kasur were enough for Shahbaz Sharif and Rana Sana to step down. #JusticeForZainab,,
,,Jan 10,"Strongly,Zainab,Kasur,JusticeForZainab",Strongly condemns rape & murder of a 7-year old child #Zainab in #Kasur & demands to bring the culprits before the law with no further delay #JusticeForZainab @BBhuttoZardari @AAliZardari  @BakhtawarBZ @AseefaBZ @FaryalTalpurPkpic.twitter.com/SbE3H8tQbZ,,
,,Jan 10,"Aseefa,JusticeForZainab",Aseefa Bhutto condemns brutal murder of seven-year-old girl Zainab @BBhuttoZardari @AseefaBZ @BakhtawarBZ @AsmaZhk @zahida_ansari @shumailaPPP @hafeezbhutto31 @Saima20703352 @RabNBaloch #JusticeForZainab pic.twitter.com/4EQ1lhuNLt,,
