UserName,FullName,Date,Hashtags,Tweet,Likes,RTs
,,Jan 10,"RT,JusticeForZainab","RT to make a difference, let the world know! Find the Man responsible for this heartless crime #JusticeForZainab pic.twitter.com/f13kuLaHL3",,
,,Jan 10,"DPO,PunjabPolice,JusticeForZainab","DPO demands RS.10000 from zainab’s Uncle before releasing the dead body. 
 What a shameful & dramatic behavior #PunjabPolice has ! 
#JusticeForZainab 
pic.twitter.com/QusJtkm0oP",,
,,Jan 10,"This,JusticeForZainab",This is a big problem in Asia right now  #JusticeForZainab https://twitter.com/omgadamsaleh/status/951204559376015361 …,,
,,Jan 10,"""God,JusticeForZainab","""God has sealed their hearts and their hearing; and their vision is veiled. There is a great chastisement for them.” (Quran 2:7)
If this is true for anyone today, it has to be for Rana Sanaullah & Co. May we all live to see the day the they are chastised. #JusticeForZainab",,
,,Jan 10,"So,JusticeForZainab",So sad!! Raise your voice!!!  #JusticeForZainab  pic.twitter.com/vfqO6SZvQb,,
,,Jan 10,"RIP,JusticeForZainab","RIP Little Angel! 
#JusticeForZainab pic.twitter.com/3UP1uyIc1N",,
,,Jan 10,"Inna,JusticeForZainab","Inna lillahe wa inna ilayhi raji'oon. A sweet, innocent angel taken by a monster. My heart is broken #JusticeForZainab",,
,,Jan 10,"Reading,JusticeForZainab",Reading bout Zainab makes me so sad bro.. the fact stuff like this still happens man. May Allah grant Zainab jannatul Firdaus and the person who did this the worst punishment possible. Gotta move forward from this backwardness #JusticeForZainab,,
,,Jan 10,"Parents,JusticeForZainab",Parents today must educate their children to not let anyone touch them or hurt them or do anything they feel uncomfortable with. Tell your kids the likely things these ppl could say or do dont just rely on government/state to protect your child. #JusticeForZainab,,
,,Jan 10,"Disgusted.,JusticeForZainab","Disgusted. Ashamed. Sad. Hurt. A nation where a daughter isn't safe, what else would we expect? She was a kid.  
DISGRACEFUL DAY AS A NATION! 
#JusticeForZainab pic.twitter.com/jpaiiXTs6m",,
,,Jan 10,"There’s,JusticeForZainab","There’s NO comparison between Punjab & KP Police
To me even Sindh Police is better than Punjab Police
Punjab Police is actually Shahbaz Sharif’s personal Gang
#JusticeForZainab",,
,,Jan 10,"#PPP,Zainab,JusticeForZainab","#PPP Senior Minister Sindh honourable Makhdoom Jamil Zm strongly condemned the Kasur incident in which a 7-year-old girl #Zainab was raped & murdered, He demand tht rapists & killer of innocent child must be punish, Prayers And heartfelt samphthies with family #JusticeForZainab pic.twitter.com/ZI8xC4y6Mw",,
,,Jan 10,#JusticeForZainab,"#JusticeForZainab
“The smallest coffins are the heaviest” pic.twitter.com/DWzncFZvpM",,
,,Jan 10,"zainab’s,JusticeForZainab","zainab’s story has truly broken my heart. I don’t ever want to see any Pakistani nationalist saying that their country is so great in this day and age when they can’t even fix the problem of keeping their children safe from sick, disgusting people. #JusticeForZainab",,
,,Jan 10,"What,Shame,Incompetence,JusticeForZainab","What you @CMShehbaz have changed in Punjab Police in last several several years of your rule is their Uniform
#Shame #Incompetence #JusticeForZainab",,
,,Jan 10,#JusticeForZainab,"#JusticeForZainab 
No words left .. 
http://www.dailymail.co.uk/wires/pa/article-5255567/amp/JusticeForZainab-Social-media-demands-justice-eight-year-old-murder-victim.html?__twitter_impression=true …",,
,,Jan 10,"#JusticeForZainab,Pakistan.",#JusticeForZainab Today the veil has been lifted on the horrific child abuse that occurs in #Pakistan. It is not isolated and boys & girls are affected. These crimes are out of control. The perpetrators need to face justice & not be protected.,,
,,Jan 10,"That’s,JusticeForZainab","That’s How To Teach Our Children Against Child Abuse 
#JusticeForZainab pic.twitter.com/oUxSIBQVCY",,
,,Jan 10,"Shame,JusticeForZainab","Shame on all the people and politicians who are playing blame games and politics on Zainab's murder. May you all insensitive, inhumane worse than animals rot in the deepest place in hell. InshaAllah #JusticeForZainab",,
,,Jan 10,"Besharmi,JusticeForZainab","Besharmi koi aap aur aap kai leaders sai seekhay! u tweet smethng disgusting, u show ur true mentality, then U delete it for face saving! how pathetic r u & ur leaders! #JusticeForZainab will not only be hanging the rapist,but also ppl like @ranasanaulah & others along with him!",,
,,Jan 10,"So,JusticeForZainab",So a 7 year old girl was raped and murdered and then thrown in the trash?! WHAT KIND OF A FUCKING WORLD ARE WE LIVING IN?! Tf man??  #JusticeForZainab,,
,,Jan 10,"my,JusticeForZainab","my heart has been so heavy ever since I came across the #JusticeForZainab hashtag… really hope whoever did this gets maximum punishment- physically, mentally, and spiritually",,
,,Jan 10,"This,JusticeForZainab","This is not your but complete PMLN problem, you always have a stupid angle for every issue, for God sake once be human, think normal, make sense, it Could happen to ur kids as well. Nice that u deleted the previous tweet #JusticeForZainab",,
,,Jan 10,"Attend,JusticeForZainab",Attend the protest #JusticeForZainab tomorrow from 13:00 onwards outside Punjab Assembly. pic.twitter.com/HHPQsfwZO9,,
,,Jan 10,"A,JusticeForZainab","A man is born through a woman, he is raised by a woman, he falls in love with a woman, he marries a woman, a woman continues his legacy, yet he doesn’t respect a woman, let alone a daughter #JusticeForZainab",,
,,Jan 10,"It,JusticeForZainab","It was nothing about Punjab, KPK or Sindh.It was not even about Pakistan.It was about humanity. 
For God Sake leave this politics and go behind the culprits , how many more Zainabs you want to wake up !! 
#JusticeForZainab",,
,,Jan 10,"#UPDATE,Malala,JusticeForZainab,Pakistan’s,Kasur","#UPDATE #Malala urges #JusticeForZainab after rape, murder of girl in #Pakistan’s #Kasur city http://ara.tv/gxynz pic.twitter.com/A6jqmhLMv6",,
,,Jan 10,"I'm,JusticeForZainab","I'm absolutely gutted by this story. A sweet child horribly taken. A reminder of the evils that exist in this world. Pakistan must do better. May the culprit be caught & prosecuted to the fullest extent of the law. 
#JusticeForZainab 
https://www.washingtonpost.com/amphtml/news/worldviews/wp/2018/01/10/a-7-year-old-pakistani-girl-was-raped-strangled-and-left-in-a-dumpster/ …",,
,,Jan 10,"Lanat,JusticeForZainab","Lanat on all the people blaming Zainab’s parents. Our children should be able to play on streets, go to friends or schools unaccompanied. Why blaming the victim to hide your incompetence in providing a secure environment. #JusticeForZainab",,
,,Jan 10,#JusticeForZainab,"#JusticeForZainab
Seriously I have no words...... pic.twitter.com/c1aghuIeMc",,
,,Jan 10,"7,JusticeForZainab","7 year old girl, Zainab was raped and murdered in Kasur. #JusticeForZainab pic.twitter.com/iyDYoTd9lC",,
,,Jan 10,#JusticeForZainab:,#JusticeForZainab: Social media demands justice for eight-year-old... http://dailym.ai/2qQZUkY,,
,,Jan 10,"Today,JusticeForZainab,","Today we want #JusticeForZainab, some even want a public execution but tomorrow when a Facebook pg, tv show, film or school will try to create awareness about child abuse we will condemn it as vulgarity. Can we really save our children this way where ppl are too afraid to report? pic.twitter.com/Dg7jEDEbxf",,
,,Jan 10,#JusticeForZainab,"#JusticeForZainab 
She is Pmln MNA and representative of government from south punjab @MaizaHameed check her mentality plzz, after some troll she deleted her tweetpic.twitter.com/hTf2T4TZGO",,
,,Jan 10,"There,JusticeForZainab","There are loads of kids like Zainab, Pakistan needs huge change with its justice system #JusticeForZainab",,
,,Jan 10,"We,JusticeForZainab","We see humans but no humanity! 
RIP Little Angel! 
#JusticeForZainab",,
,,Jan 10,"I,JusticeForZainab",I just hope we won’t forget about it or “get over it” in a day or weeks. I really really hope we won’t forget about it this time. #JusticeForZainab,,
,,Jan 10,"Injustice,JusticeForZainab","Injustice anywhere is a threat to Justice everywhere.
Raise your voice for Zainab.
#JusticeForZainab pic.twitter.com/ceTwURLASC",,
,,Jan 10,"Humanity,JusticeForZainab",Humanity cancelled for 2018 #JusticeForZainab https://twitter.com/arynewsofficial/status/951121604657983488 …,,
,,Jan 10,"2,JusticeForZainab",2 and making it controversial. Watching little Zainab on CCTV holding hands w the Monster who lead to her abuse and death should be a grim warning to this lobby about the dangers of not teaching our kids about the monsters amongst us #JusticeForZainab,,
,,Jan 10,"""In,JusticeForZainab","""In love and affection with Ahl al-Bayt (AS) we named our daughter Zainab"" - Father of child 
#JusticeForZainab",,
,,Jan 10,"STOP,JusticeForZainab","STOP POSTING ZAINAB PICTURES
STOP POSTING ZAINAB PICTURES
STOP POSTING ZAINAB PICTURES
STOP POSTING ZAINAB PICTURES
STOP POSTING ZAINAB PICTURES
STOP POSTING ZAINAB PICTURES
STOP POSTING ZAINAB PICTURES
STOP POSTING ZAINAB PICTURES
STOP POSTING ZAINAB PICTURES
#JusticeForZainab",,
,,Jan 10,"An,JusticeForZainab","An eight-year-old girl has been raped and murdered in Pakistan's Kasur city. Triggering an outcry on social media, with #JusticeForZainab trending. pic.twitter.com/GCAA08vPOw",,
,,Jan 10,"True,JusticeForZainab","True this type of behaviour is not acceptable & these moron call themselves Muslims .... huh no way we muslim are not like you ....  you are evil ..... Sab k samne marna chaiye  Jb sb Kuch pata hai... Allah dekh raha hai Tb bhi..
#JusticeForZainab https://twitter.com/itsmubashir017/status/951151749192175616 …",,
,,Jan 10,"WOrdless,JusticeForZainab","WOrdless 2 shOw
the Grief On d unhUmn
incidnt
A shame 4 whOle sOciety
An angel been killd
Dnt know hw 2 xpress
my feelngz
#JusticeForZainab pic.twitter.com/4L438KWcZx",,
,,Jan 10,"CountryWide,JusticeForZainab","CountryWide
Peaceful Walk
 #JusticeForZainab
11 January 2018
@MSMPakistanpic.twitter.com/DBZHV2CViu",,
,,Jan 10,"This,Zainab,justiceforzainab,zainabpic.twitter.com/tXnUOCxUfk","This is the photo everyone should be sharing of beloved #Zainab not the ones of her dead body. It’s disgraceful, disrespectful and just plain wrong for anyone to share such photos. Please spread the message. #justiceforzainab #zainabpic.twitter.com/tXnUOCxUfk",,
,,Jan 10,"We,JusticeForZainab","We are not saying that this incident was due to PML-N. We are demanding from PML-N to hang these rapists. Bibi Maryam said I pray and hope. Resign if they are not able to find these monsters because Federal and Provincial government are of PML-N 
#JusticeForZainab https://twitter.com/StereoWrite_/status/951106069421613056 …",,
,,Jan 10,"Iqrar,SHO,JusticeForZainab","Iqrar Reveals Who Is #SHO Kasur In Area Where Zainab Was Killed
Watch Full Video Here:
http://videos.arynews.tv/iqrar-reveals-sho-kasur-area-zainab-killed/ …
@iqrarulhassan  @WaseemBadami  #JusticeForZainab pic.twitter.com/bm4pkrLsBm",,
,,Jan 10,"No,JusticeForZainab",No words my heart is bleeding #JusticeForZainab pic.twitter.com/3jXb08O1No,,
,,Jan 10,"#JusticeForZainab,JusticeForZainab,JusticeForZainab","#JusticeForZainab 
#JusticeForZainab 
#JusticeForZainab 
We don’t call them Humans ... they should be ashamed of themselves.... they would also have daughters in their house ...we don’t call them Muslims Allah will Show these monsters ..... & the gov  what the heck  pic.twitter.com/qv7B31eFSX",,
,,Jan 10,"What,Pakistan’s,JusticeForZainab","What Happened To Suspects Of #Pakistan’s Biggest Scandal Three Years Ago?
Watch Full Video Here:
http://videos.arynews.tv/happened-suspects-pakistans-biggest-scandal-three-years-ago/ …
@WaseemBadami  #JusticeForZainab pic.twitter.com/ZnN0UwFHy2",,
,,Jan 10,"Being,JusticeForZainab","Being a girl is not difficult but living in this nation is difficult where rapist is free and victim is culprit 
Stand for Zainab 
#JusticeForZainab",,
,,Jan 10,"Where,JusticeForZainab",Where is your zameer? Who gave you birth? You can’t hide for long. We will find you and we will torture you for having the guts to even approach a little girl & Police men need to get a taste of this in their own homes to feel the pain of the society & parents #JusticeForZainab,,
,,Jan 10,#JusticeForZainab,#JusticeForZainab 2 unarmed residents of Kasur shot dead by police. Their crime? They were protesting outside DPO office after 12 children have been raped and killed in Kasur in just one yr! https://twitter.com/iqrarulhassan/status/951024545229623296 …,,
,,Jan 10,"Good,JusticeForZainab,Pakistan,Punjab,RequestForPrayers,LoveYouDaughter","Good to see people protesting against this horrible heinous crime, people of Punjab making their voices heard..! 
Allah give her parents sabr! 
RIP beautiful angel.  
#JusticeForZainab #Pakistan #Punjab @Hadithoftheday 
#RequestForPrayers
#LoveYouDaughter
@TaqwaInAllah pic.twitter.com/w8uSWhRUrp",,
,,Jan 10,"This,JusticeForZainab","This is how every rapist should be publicly hanged!
Retweet if you agree.
#JusticeForZainab
pic.twitter.com/fgBvT8KmPW",,
,,Jan 10,"How,justiceforzainab",How can we even look at this picture? It breaks me. And yet We must. I must. It reflects the monsters we have become. Can we all please unite and do the right thing? #justiceforzainab pic.twitter.com/kcPmaPjHZj,,
,,Jan 10,"FrontlineKamran,PunjabPolice,JusticeForZainab","FrontlineKamran truly said 
CMShehbaz no one will come to defend you in ur grave.  U r holding a province n u are answerable to any injustice done 
#PunjabPolice needs revolution as well in its system 
Poor governance 
#JusticeForZainab pic.twitter.com/zbj2ZcRJhk",,
,,Jan 10,"Great,JusticeForZainab","Great Logic Police! Don’t find and arrest the monster who took the innocent life of a child but shoot and kill protesters 
#JusticeForZainab",,
,,Jan 10,"Protest,JusticeForZainab","Protest and candlelight vigil in memory of Zainab at Liberty roundabout, lahore at 4 PM. 
Spread the word. #JusticeForZainab",,
,,Jan 10,"For,JusticeForZainab",For those interested in the child abuse awareness materials we showed on @ZaraHatKay_Dawn tonight plz visit http://www.aahung.org  #JusticeForZainab cc @Xadeejournalist,,
,,Jan 10,"Anyone,Zainab,JusticeForZainab","Anyone who gets hold of killers of #Zainab gets 2 million from me?
It’s not a joke , a real offer #JusticeForZainab",,
,,Jan 10,"So,JusticeForZainab",So a 7 year old asked for it yeah ?? She was wearing promiscuous clothing ?? She was wearing too much make up ?? She was flirting and she invited you ?? Hang these bastards for all the world to see. Castrate them publicly and have their families watch #JusticeForZainab,,
